conversation_id_str,created_at,favorite_count,id_str,sentiment,full_text,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
"1,80E+23",Sat Jun 01 02:48:35 +0000 2024,0,"1,80E+23",negative,@tanyakanrl Mikir sndiri aja Nder. Klo mw bunuh diri jg bw oranglain. Ksian org yg hati2 djalan kena sial ketemu lu :(,,tanyakanrl,in,Under the sea !!!!,0,0,0,https://x.com/suchieseptyanie/status/1796735567096656058,78868599,suchieseptyanie
"1,80E+23",Sat Jun 01 01:23:47 +0000 2024,2,"1,80E+23",negative,Tentara Perancis asal Yahudi Fiora menjadi sukarelawan di jajaran tentara Israel brigade ekstremis Yitzach Yehuda . Dia diperkosa secara kejam oleh beberapa anggota Yitzach. Mengetahui bahwa dia hamil dia mencoba bunuh diri meminum obat²an yg mematikan. #TentaraUntukAqsa https://t.co/knZM8Kw6J0,https://pbs.twimg.com/media/GO82D_zbwAAJFVf.jpg,,in,,0,0,1,https://x.com/BinWaqqash70821/status/1796714224955335078,"1,73E+23",BinWaqqash70821
"1,80E+23",Sat Jun 01 01:22:56 +0000 2024,0,"1,80E+23",neutral,Nder ini mah bunuh diri namanya,,,in,,0,0,0,https://x.com/seekenergies/status/1796714012559994956,"8,84E+22",seekenergies
"1,80E+22",Sat Jun 01 01:20:46 +0000 2024,0,"1,80E+23",positive,@tanyakanrl Tergantung korban siapa ato ce difoto itu siapa ato tamu dia siapa dulu....krn semua harus disesuaikan apakah jd pembunuhan ato bunuh diri ato mgkn even kerasukan dan dihasut bunuh diri....,,tanyakanrl,in,Indonesia,0,0,0,https://x.com/Guitar1stMan/status/1796713466021241098,342284681,Guitar1stMan
"1,80E+23",Sat Jun 01 01:18:06 +0000 2024,1,"1,80E+23",positive,@DepreschoolBoy Warga brainrot : Berarti pohon beringin boleh dong? Me : Mending kalau mau mati/bunuh diri Anda ke kota yang sedang ada genosida. Biar setidaknya bisa mati syahid bukan mati konyol.,,DepreschoolBoy,in,,0,0,0,https://x.com/Aerlangga333/status/1796712795100389602,"1,45E+22",Aerlangga333
"1,80E+22",Sat Jun 01 01:16:41 +0000 2024,0,"1,80E+23",neutral,@tanyakanrl Pembunuhan Soalnya kalo bunuh diri dg cara kek gitu biasanya lidahe keluar,,tanyakanrl,in,,0,0,0,https://x.com/scoobydoobidie/status/1796712440924885283,"1,77E+23",scoobydoobidie
"1,80E+23",Sat Jun 01 01:14:17 +0000 2024,0,"1,80E+23",negative,Pak moeldoko bu sri pak menteri PUPR paham ga sih? Rakyatnya yg gaji UMR ini saja udh empot empotan sama harga yg makin ga ngotak ditambah ini itu. Kami suruh PINJOL? Niat mau ngurangin populasi kah ank muda pada bunuh diri? Tapera: Tali Penyiksa Rakyat bgini mah,,,in,,1,0,0,https://x.com/siska_kurosaki/status/1796711837104492605,"1,23E+23",siska_kurosaki
"1,80E+23",Sat Jun 01 01:11:37 +0000 2024,0,"1,80E+23",neutral,Kyknya si cewe yg di foto deh yg ngeracunin trs di gantung biar seakan jd bunuh diri pdhl tongkat kayunya ada di samping lemari... kali.. ga tau bnr pa kg,,,in,"gelap, hampa, sunyi",0,0,0,https://x.com/spiingoff/status/1796711165189611812,"1,07E+23",spiingoff
"1,80E+23",Sat Jun 01 01:09:55 +0000 2024,0,"1,80E+23",positive,Saat berpikir untuk bunuh diri aku melihat digrub WA ada teman yang meninggal diusia muda dan aku berkata dalam hati kok kasihan. Dan aku tersadar mengapa aku tidak mengasihani diriku sendiri. Semoga aku bisa menikmati hidup ini dengan baik dan bisa mendapatkan kebahagiaan.,,,in,"Semarang Tengah, Indonesia",0,0,0,https://x.com/katocimoto/status/1796710734883344628,"1,51E+23",katocimoto
"1,80E+22",Sat Jun 01 01:00:18 +0000 2024,0,"1,80E+23",neutral,@tanyakanrl Murder. Indikasi pertama banget adalah ada 2 gelas. Berarti ada 2 orang di tempat kejadian. Terus ada tongkat. Kalo itu punya si korban gimana caranya dia bikin noose naik ke kursi dan bunuh diri?,,tanyakanrl,in,"Semarang, Jawa Tengah",0,1,0,https://x.com/m1tarashipeach/status/1796708316984529024,631718961,m1tarashipeach
"1,80E+23",Sat Jun 01 00:59:15 +0000 2024,0,"1,80E+23",negative,Klaim Penguasaan Philadelphia Bentuk Bunuh Diri Israhell #shorts https://t.co/dxJf6AuzNg via @YouTube,,,in,Indonesia raya,0,0,0,https://x.com/nurhidayatsardi/status/1796708050113601867,240551313,nurhidayatsardi
"1,80E+23",Sat Jun 01 00:56:11 +0000 2024,3,"1,80E+23",negative,@awesomeposted Yg membuat undang2 juga koruptor kelompok sekutu bahkan calon2 koruptor mana mau mereka Bunuh diri.,,awesomeposted,in,🇮🇩 PLAT  BH 🇮🇩,0,0,1,https://x.com/probonone/status/1796707281306018083,"1,60E+23",probonone
"1,80E+23",Sat Jun 01 00:54:17 +0000 2024,8,"1,80E+23",negative,@tanyakanrl Lah kan emang kenyataan? Orang lagi Misa dibubarin pengen bali di islamisasi gereja jadi tempat bom bunuh diri. Ya emang bener kalian support palestina tapi buta sama kelakuan sendiri ke agama lain hanya karena kalian mayoritas,,tanyakanrl,in,"Kramat Jati, Indonesia",0,0,0,https://x.com/Lilja_Tarot/status/1796706801230242118,"1,74E+23",Lilja_Tarot
"1,80E+23",Sat Jun 01 00:54:04 +0000 2024,0,"1,80E+23",neutral,@kmstayyato @galaxyier @sxtucks @oimwinter @seivta Itu bunuh diri,,kmstayyato,in,,0,0,0,https://x.com/produect/status/1796706748272939155,"1,40E+23",produect
"1,80E+22",Sat Jun 01 00:42:29 +0000 2024,0,"1,80E+22",negative,Di fakultasku ada yang bunuh diri karena ga kuat ngejalanin master lyfe nya Innalillah. Emang se-nguras energi gitu,,,in,,0,0,0,https://x.com/sorryprivateacc/status/1796703830874435593,"1,04E+23",sorryprivateacc
"1,80E+22",Sat Jun 01 00:41:01 +0000 2024,0,"1,80E+22",neutral,@tanyakanrl Murder gmn disabilitas manjat kursi yg gak ada pegangan buat bunuh diri?,,tanyakanrl,in,"Kalimantan Barat, Indonesia",0,0,0,https://x.com/reviewapaaja/status/1796703465231823246,4905458443,reviewapaaja
"1,80E+22",Sat Jun 01 00:36:05 +0000 2024,0,"1,80E+22",negative,Udah uzur ngapain nyetir ????? Mau bunuh diri apa bunuh orang sih ????,,,in,Sembir,0,0,0,https://x.com/lie_coo/status/1796702223399039281,"1,38E+23",lie_coo
"1,80E+22",Sat Jun 01 00:35:33 +0000 2024,0,"1,80E+22",negative,Bakar dia boleh tak? Si tua tak sedar diri ni dah boleh bersara jaga cucu. Ni tak masih active bunuh orang babi betul,,,in,Malaysia,0,0,0,https://x.com/SyahizaKadir/status/1796702086014595486,397869790,SyahizaKadir
"1,80E+22",Sat Jun 01 00:30:45 +0000 2024,0,"1,80E+22",neutral,@SmgMenfess2 bunuh diri iki sih sarapan gacoan mending bubur opo soto nder,,SmgMenfess2,in,"Semarang, Jawa Tengah",0,0,0,https://x.com/akunmarahyaini/status/1796700878147309762,"1,53E+23",akunmarahyaini
"1,80E+22",Sat Jun 01 00:26:26 +0000 2024,0,"1,80E+22",negative,@sosmedkeras bukan punya mantan tapi punya crush yang ngedeketin aku sbagai pelampiasan aja. dan tiap hari selalu ngomong dia mau bunuh diri mo mati aja. tapi aku bingung doa nya dikabulin dia beneran gaada sekarang.,,sosmedkeras,in,,0,0,0,https://x.com/loseornot/status/1796699794108506232,"1,48E+23",loseornot
"1,80E+22",Sat Jun 01 00:24:36 +0000 2024,0,"1,80E+22",negative,My asbun shit actually come from this. Gak sabaran? try that shit.. Untung2an tapi sisi lain klo 'sial' bisa ngajak bunuh diri jg.,,,in,PLATONIC FRIENDSHIP ONLY,0,0,0,https://x.com/rkiveshits/status/1796699333771108402,"1,51E+23",rkiveshits
"1,80E+22",Sat Jun 01 00:23:03 +0000 2024,0,"1,80E+22",neutral,@tanyakanrl Ini kasus pembunuhan yang direncanakan ada tongkat yang artinya si korban cacat kakinya lemari kebuka ada baju berserakan pelaku membuat seolah-olah ini bunuh diri,,tanyakanrl,in,,0,0,0,https://x.com/aja_alfy/status/1796698940676665471,"1,40E+23",aja_alfy
"1,80E+22",Sat Jun 01 00:21:32 +0000 2024,0,"1,80E+22",neutral,Bunuh diri. Sebab kalau dia pakai tongkat ketiak tu mesti salah satu kaki dia tu boleh nampak cedera atau balutan. Tapi ni kaki dia dua dua sempurna,,,in,Malaysia,0,1,0,https://x.com/anis_biribiri/status/1796698559812923774,"1,56E+21",anis_biribiri
"1,80E+22",Sat Jun 01 00:14:21 +0000 2024,0,"1,80E+22",neutral,Kalau bunuh diri selamanya di neraka kan?,,,in,,0,0,0,https://x.com/Putreeeeeeya/status/1796696753649156441,2331500268,Putreeeeeeya
"1,80E+23",Sat Jun 01 00:04:23 +0000 2024,0,"1,80E+23",neutral,Namun bila posisi terbalik Kanya : Kancil Bagas : Ular Walaupun Kanya menjawab cepat tepat dan mendapat kesempatan memakan jika ia memilih Bagas (Ular) untuk dimakan maka yang out Kanya. Ibarat bunuh diri karena zonk ternyata peran Bagas lebih kuat.,,Onlsy,in,DM  for  Sponsorship.,0,0,0,https://x.com/Onlsy/status/1796694242854936841,"8,45E+22",Onlsy
"1,80E+23",Fri May 31 23:54:56 +0000 2024,0,"1,80E+23",positive,@milkyljn ask sasaeng dari negara mereka stop harming idols first. kita semua cuman unfoll untuk mutusin kontrak sama stbcks or etc. gak sampe bunuh diri kok,,milkyljn,in,,0,0,0,https://x.com/ha0bing/status/1796691865435340833,"1,25E+23",ha0bing
"1,80E+23",Fri May 31 23:54:21 +0000 2024,1010,"1,80E+23",neutral,KES BUNUH ZULFARHAN 1 Jun 2017. Hari terakhir arwah Zulfarhan hidup. Genap 7 tahun hari ni. Ketika berbuka puasa arwah makan bubur nasi dan dilihat berselera. Ketika tunggu untuk solat terawih arwah tiba-tiba kaku dan tak sedarkan diri. Salam takziah Zulfarhan Osman,,,in,"Kuala Berang, Terengganu",9,0,813,https://x.com/kamarul14/status/1796691718852726960,271439196,kamarul14
"1,80E+23",Fri May 31 23:52:06 +0000 2024,0,"1,80E+23",negative,@Gladiators_psby Bunuh aja lah kan demi harga diri nanti kalau ada yang mati terus pada bilang tidak ada sepak bola sebanding dengan nyawa gini amat Sdm negara konoha .. wkwk,,Gladiators_psby,in,"London, England",0,0,0,https://x.com/sipalingcasual/status/1796691152453898453,"1,40E+23",sipalingcasual
